#pos		freq		
0		144
1		124
2		119
3		147
4		137
5		139
6		147
7		133
8		125
9		131
10		131
11		148
12		141
13		153
14		143
15		152
16		142
17		121
18		133
19		152
20		127
21		139
22		140
23		135
24		141
25		136
26		147
27		133
28		117
29		128
30		144
31		144
32		118
33		135
34		151
35		129
36		150
37		119
38		132
39		140
40		137
41		136
42		112
43		131
44		136
45		122
46		129
47		123
48		117
49		122
50		117
51		139
52		113
53		133
54		126
55		109
56		133
57		116
58		122
59		137
60		139
61		131
62		132
63		115
64		118
65		143
66		134
67		119
68		128
69		123
70		136
71		116
72		144
73		147
74		139
75		119
76		134
77		135
78		102
79		143
80		124
81		141
82		107
83		130
84		143
85		112
86		142
87		136
88		127
89		150
90		144
91		132
92		123
93		136
94		141
95		124
96		136
97		141
98		127
99		133
100		119
101		117
102		120
103		133
104		135
105		151
106		132
107		142
108		130
109		134
110		147
111		137
112		152
113		127
114		132
115		138
116		144
117		152
118		135
119		139
120		153
121		146
122		145
123		161
124		131
125		145
126		165
127		141
128		140
129		135
130		136
131		120
132		142
133		135
134		131
135		133
136		124
137		125
138		159
139		164
140		132
141		142
142		147
143		138
144		112
145		159
146		153
147		63
148		186
149		136
150		1
151		13
152		11
153		110
154		287
155		152
156		127
157		203
158		151
159		128
160		197
161		145
162		155
163		186
164		119
165		133
166		183
167		117
168		143
169		167
170		143
171		166
172		179
173		137
174		148
175		197
176		147
177		152
178		215
179		153
180		157
181		199
182		143
183		148
184		197
185		149
186		136
187		202
188		144
189		169
190		176
191		160
192		150
193		175
194		157
195		140
196		197
197		174
198		142
199		218
